0,39,0,77516,12,6,6,0,0,2174,0,40,0,0
1,50,4,83311,12,0,7,0,0,0,0,13,0,0
2,38,3,215646,8,3,3,0,0,0,0,40,0,0
3,53,3,234721,6,0,3,1,0,0,0,40,0,0
4,28,3,338409,12,0,8,1,1,0,0,40,4,0
5,37,3,284582,13,0,7,0,1,0,0,40,0,0
6,49,3,160187,4,2,13,1,1,0,0,16,5,0
7,52,4,209642,8,0,7,0,0,0,0,45,0,1
8,31,3,45781,13,6,8,0,1,14084,0,50,0,1
9,42,3,159449,12,0,7,0,0,5178,0,40,0,1
10,37,3,280464,9,0,7,1,0,0,0,80,0,1
11,30,0,141297,12,0,8,2,0,0,0,40,17,1
12,23,3,122272,12,6,6,0,1,0,0,30,0,0
13,32,3,205019,11,6,9,1,0,0,0,50,0,0
14,34,3,245487,3,0,0,3,0,0,0,45,6,0
15,25,4,176756,8,6,4,0,0,0,0,35,0,0
16,32,3,186824,8,6,2,0,0,0,0,40,0,0
17,38,3,28887,6,0,9,0,0,0,0,50,0,0
18,43,4,292175,13,3,7,0,1,0,0,45,0,1
19,40,3,193524,15,0,8,0,0,0,0,60,0,1
20,54,3,302146,8,4,13,1,1,0,0,20,0,0
21,35,1,76845,4,0,4,1,0,0,0,40,0,0
22,43,3,117037,6,0,0,0,0,0,2042,40,0,0
23,59,3,109015,8,3,10,0,1,0,0,40,0,0
24,56,2,216851,12,0,10,0,0,0,0,40,0,1
25,19,3,168294,8,6,5,0,0,0,0,40,0,0
26,39,3,367260,8,3,7,0,0,0,0,80,0,0
27,49,3,193366,8,0,5,0,0,0,0,40,0,0
28,23,2,190709,11,6,12,0,0,0,0,52,0,0
29,20,3,266015,9,6,9,1,0,0,0,44,0,0
30,45,3,386940,12,3,7,0,0,0,1408,40,0,0
31,30,1,59951,9,0,6,0,0,0,0,40,0,0
32,22,0,311512,9,0,13,1,0,0,0,15,0,0
33,48,3,242406,6,6,2,0,0,0,0,40,3,0
34,21,3,197200,9,6,2,0,0,0,0,40,0,0
35,19,3,544091,8,1,6,0,1,0,0,25,0,0
36,48,4,265477,11,0,8,0,0,0,0,40,0,0
37,31,3,507875,4,0,2,0,0,0,0,43,0,0
38,53,4,88506,12,0,8,0,0,0,0,40,0,0
39,24,3,172987,12,0,10,0,0,0,0,50,0,0
40,49,3,94638,8,4,6,0,1,0,0,40,0,0
41,25,3,289980,8,6,3,0,0,0,0,35,0,0
42,57,1,337895,12,0,8,1,0,0,0,40,0,1
43,53,3,144361,8,0,2,0,0,0,0,38,0,0
44,44,3,128354,13,3,7,0,1,0,0,40,0,0
45,41,0,101603,10,0,5,0,0,0,0,40,0,0
46,29,3,271466,10,6,8,0,0,0,0,43,0,0
47,25,3,32275,9,0,7,4,1,0,0,40,0,0
48,47,3,51835,14,0,8,0,1,0,1902,60,7,1
49,50,1,251585,12,3,7,0,0,0,0,55,0,1
50,47,5,109832,8,3,7,0,0,0,0,60,0,0
51,43,3,237993,9,0,10,0,0,0,0,40,0,1
52,46,3,216666,2,0,2,0,0,0,0,40,6,0
53,35,3,56352,10,0,13,0,0,0,0,40,3,0
54,41,3,147372,8,0,6,0,0,0,0,48,0,0
55,30,3,188146,8,0,2,0,0,5013,0,40,0,0
56,30,3,59496,12,0,9,0,0,2407,0,40,0,0
57,48,3,149640,8,0,0,0,0,0,0,40,0,0
58,42,3,116632,15,0,8,0,0,0,0,45,0,1
59,29,3,105598,9,3,10,0,0,0,0,58,0,0
60,36,3,155537,8,0,5,0,0,0,0,40,0,0
61,28,3,183175,9,3,6,0,1,0,0,40,0,0
62,53,3,169846,8,0,6,0,1,0,0,40,0,1
63,49,5,191681,9,0,7,0,0,0,0,50,0,1
64,19,3,101509,9,6,8,0,0,0,0,32,0,0
65,31,3,309974,12,4,9,1,1,0,0,40,0,0
66,29,4,162298,12,0,9,0,0,0,0,70,0,1
67,23,3,211678,9,6,2,0,0,0,0,40,0,0
68,79,3,124744,9,0,8,0,0,0,0,20,0,0
69,27,3,213921,8,6,13,0,0,0,0,40,6,0
70,40,3,32214,11,0,6,0,0,0,0,40,0,0
71,18,3,309634,6,6,13,0,1,0,0,22,0,0
72,31,2,125927,3,0,4,0,0,0,0,40,0,0
73,18,3,446839,8,6,9,0,0,0,0,30,0,0
74,52,3,276515,12,0,13,0,0,0,0,40,4,0
75,46,3,51618,8,0,13,0,1,0,0,40,0,0
76,59,3,159937,8,0,9,0,0,0,0,48,0,0
77,44,3,343591,8,3,5,0,1,14344,0,40,0,1
78,53,3,346253,8,3,9,0,1,0,0,35,0,0
79,49,2,268234,8,0,12,0,0,0,0,40,0,1
80,33,3,202051,13,0,8,0,0,0,0,50,0,0
81,30,3,54334,4,6,9,0,0,0,0,40,0,0
82,43,1,410867,15,6,8,0,1,0,0,50,0,1
83,57,3,249977,10,0,8,0,0,0,0,40,0,0
84,37,3,286730,9,3,5,0,1,0,0,40,0,0
85,28,3,212563,9,3,2,1,1,0,0,25,0,0
86,34,2,226296,12,0,12,0,0,0,0,40,0,1
87,29,2,115585,9,6,3,0,0,0,0,50,0,0
88,48,4,191277,15,0,8,0,0,0,1902,60,0,1
89,37,3,202683,9,0,9,0,0,0,0,48,0,1
90,48,3,171095,11,3,7,0,1,0,0,40,27,0
91,32,1,249409,8,6,13,1,0,0,0,40,0,0
92,76,3,124191,13,0,7,0,0,0,0,40,0,1
93,44,3,198282,12,0,7,0,0,15024,0,60,0,1
94,47,4,149116,13,6,8,0,1,0,0,50,0,0
95,20,3,188300,9,6,10,0,1,0,0,40,0,0
96,29,3,103432,8,6,5,0,0,0,0,40,0,0
97,32,5,317660,8,0,5,0,0,7688,0,40,0,1
98,30,3,194901,6,6,3,0,0,0,0,40,0,0
99,31,2,189265,8,6,6,0,1,0,0,40,0,0
100,42,3,124692,8,0,3,0,0,0,0,40,0,0
101,24,3,432376,12,6,9,0,0,0,0,40,0,0
102,38,3,65324,14,0,8,0,0,0,0,40,0,1
103,56,4,335605,8,0,13,0,0,0,1887,50,1,1
104,28,3,377869,9,0,9,0,1,4064,0,25,0,0
105,36,3,102864,8,6,2,0,1,0,0,40,0,0
106,53,3,95647,4,0,3,0,0,0,0,50,0,0
107,56,5,303090,9,0,9,0,0,0,0,50,0,0
108,49,2,197371,10,0,5,1,0,0,0,40,0,1
109,55,3,247552,9,0,9,0,0,0,0,56,0,0
110,22,3,102632,8,6,5,0,0,0,0,41,0,0
111,21,3,199915,9,6,13,0,1,0,0,40,0,0
112,40,3,118853,12,0,7,0,0,0,0,60,0,0
113,30,3,77143,12,6,7,1,0,0,0,40,28,0
114,29,0,267989,12,0,8,0,0,0,0,50,0,1
115,19,3,301606,9,6,13,1,0,0,0,35,0,0
116,47,3,287828,12,0,7,0,1,0,0,40,0,1
117,20,3,111697,9,6,6,0,1,0,1719,28,0,0
118,31,3,114937,11,0,6,0,0,0,0,40,0,1
119,39,3,365739,9,3,5,0,0,0,0,40,0,0
120,28,3,69621,11,6,9,0,1,0,0,60,0,0
121,24,3,43323,8,6,13,0,1,0,1762,40,0,0
122,38,4,120985,8,0,5,0,0,4386,0,35,0,0
123,37,3,254202,12,0,9,0,0,0,0,50,0,0
124,46,3,146195,11,3,10,1,1,0,0,36,0,0
125,38,1,125933,13,0,8,0,0,0,0,40,39,1
126,43,4,56920,8,0,5,0,0,0,0,60,0,0
127,27,3,163127,10,0,6,0,1,0,0,35,0,0
128,20,3,34310,9,6,9,0,0,0,0,20,0,0
129,49,3,81973,9,0,5,2,0,0,0,40,0,1
130,61,5,66614,8,0,5,0,0,0,0,40,0,0
131,27,3,232782,9,6,9,0,1,0,0,40,0,0
132,19,3,316868,9,6,13,0,0,0,0,30,6,0
133,45,3,196584,10,6,8,0,1,0,1564,40,0,1
134,70,3,105376,9,6,10,0,0,0,0,40,0,0
135,31,3,185814,8,6,0,1,1,0,0,30,0,0
136,22,3,175374,9,0,13,0,0,0,0,24,0,0
137,36,3,108293,8,5,13,0,1,0,0,24,0,0
138,64,3,181232,6,0,5,0,0,0,2179,40,0,0
139,47,2,186009,9,3,6,0,1,0,0,38,6,0
140,34,3,198183,8,6,6,0,1,0,0,40,0,0
141,33,3,163003,12,6,7,2,1,0,0,40,18,0
142,21,3,296158,8,6,5,0,0,0,0,35,0,0
143,48,3,187715,8,0,5,0,0,0,0,46,0,0
144,23,3,214542,12,6,3,0,0,0,0,40,0,0
145,71,4,494223,9,4,9,1,0,0,1816,2,0,0
146,29,3,191535,8,3,5,0,0,0,0,60,0,0
147,42,3,228456,12,4,13,1,0,0,0,50,0,0
148,25,3,252752,8,6,13,0,1,0,0,40,0,0
149,44,5,78374,13,3,7,2,1,0,0,40,0,0
150,28,3,88419,8,6,7,2,1,0,0,40,27,0
151,45,4,201080,13,0,9,0,0,0,0,40,0,1
152,36,3,207157,9,3,13,0,1,0,0,40,6,0
153,39,1,235485,11,6,7,0,0,0,0,42,0,0
154,46,0,102628,13,5,12,0,0,0,0,40,0,0
155,18,3,25828,6,6,3,0,0,0,0,16,0,0
156,66,2,54826,10,5,8,0,1,0,0,20,0,0
157,27,3,124953,8,6,13,0,0,0,1980,40,0,0
158,28,0,175325,8,0,12,0,0,0,0,40,0,0
159,51,3,96062,9,0,9,0,0,0,1977,40,0,1
160,27,3,428030,12,6,5,0,0,0,0,50,0,0
161,28,0,149624,12,0,8,0,0,0,0,40,0,1
162,27,3,253814,8,2,9,0,1,0,0,25,0,0
163,21,3,312956,8,6,5,1,0,0,0,40,0,0
164,34,3,483777,8,6,3,1,0,0,0,40,0,0
165,18,3,183930,8,6,13,0,0,0,0,12,0,0
166,33,3,37274,12,0,8,0,0,0,0,65,0,0
167,44,2,181344,9,0,7,1,0,0,0,38,0,1
168,43,3,114580,9,3,6,0,1,0,0,40,0,0
169,30,3,633742,9,6,5,1,0,0,0,45,0,0
170,40,3,286370,3,0,2,0,0,0,0,40,6,1
171,37,1,29054,9,0,6,0,0,0,0,42,0,1
172,34,3,304030,8,0,6,1,0,0,0,40,0,0
173,41,4,143129,12,3,7,0,1,0,0,40,0,0
174,31,3,99928,13,0,8,0,1,0,0,50,0,0
175,58,0,109567,15,0,8,0,0,0,0,1,0,1
176,38,3,155222,9,3,2,1,1,0,0,28,0,0
177,24,3,159567,9,0,2,0,0,0,0,40,0,0
178,41,2,523910,12,0,5,1,0,0,0,40,0,0
179,47,3,120939,9,0,10,0,0,0,0,45,0,0
180,41,1,130760,12,0,10,0,0,0,0,24,0,0
181,23,3,197387,2,0,0,0,0,0,0,40,6,0
182,36,3,99374,9,3,5,0,0,0,0,40,0,0
183,40,1,56795,13,6,7,0,1,14084,0,55,0,1
184,35,3,138992,13,0,8,0,0,7298,0,40,0,1
185,24,4,32921,8,6,9,0,0,0,0,40,0,0
186,26,3,397317,13,6,8,0,1,0,1876,40,0,0
187,51,3,259323,12,0,7,0,0,0,0,50,0,1
188,42,2,254817,9,6,8,0,1,0,1340,40,0,0
189,37,0,48211,8,3,6,0,1,0,0,35,0,0
190,18,3,140164,6,6,9,0,1,0,0,40,0,0
191,36,3,128757,12,0,13,1,0,7298,0,36,0,1
192,35,3,36270,8,3,5,0,0,0,0,60,0,0
193,58,5,210563,8,0,9,0,1,15024,0,35,0,1
194,17,3,65368,6,6,9,0,1,0,0,12,0,0
195,44,2,160943,8,0,0,1,0,0,0,40,0,0
196,37,3,208358,8,0,5,0,0,0,0,40,0,1
197,35,3,153790,9,6,9,3,1,0,0,40,0,0
198,60,3,85815,8,0,5,2,0,0,0,40,0,0
199,54,5,125417,3,0,2,0,0,0,0,40,0,1
200,37,3,635913,12,6,7,1,0,0,0,60,0,1
201,50,3,313321,11,3,9,0,1,0,0,40,0,0
202,38,3,182609,12,0,9,0,0,0,0,50,29,0
203,45,3,109434,12,0,8,0,0,0,0,55,0,0
204,25,3,255004,5,6,5,0,0,0,0,40,0,0
205,31,3,197860,9,0,3,0,0,0,0,40,0,0
206,90,3,51744,8,6,13,1,0,0,2206,40,0,0
207,54,3,176681,8,0,6,1,0,0,0,20,0,0
208,53,2,140359,0,6,2,0,1,0,0,35,0,0
209,18,3,243313,8,6,9,0,1,0,0,40,0,0
210,66,4,167687,8,0,4,0,0,1409,0,50,0,0
211,75,3,314209,10,5,6,0,1,0,0,20,8,0
212,65,3,176796,8,3,6,0,1,0,0,40,0,0
213,35,3,538583,6,4,0,1,0,3674,0,40,0,0
214,41,3,130408,8,3,9,1,1,0,0,38,0,0
215,25,3,159732,9,6,6,0,0,0,0,42,0,0
216,33,3,110978,9,3,5,4,1,0,0,40,0,0
217,28,3,76714,14,6,8,0,0,0,0,55,0,1
218,59,0,268700,8,0,13,0,0,0,0,40,0,0
219,40,0,170525,9,6,6,0,1,0,0,38,0,0
220,41,3,180138,12,0,7,0,0,0,0,50,39,1
221,38,2,115076,13,0,7,0,0,0,0,70,0,1
222,23,3,115458,8,6,0,0,0,0,0,40,0,0
223,40,3,347890,12,0,8,0,0,0,0,40,0,1
224,41,4,196001,8,0,13,0,1,0,0,20,0,0
225,24,0,273905,11,0,12,0,0,0,0,50,0,0
226,38,3,179488,9,3,5,0,0,0,1741,40,0,0
227,58,3,236596,8,0,6,0,0,0,0,45,0,1
228,32,3,183916,8,6,13,0,1,0,0,34,0,0
229,40,3,207578,11,0,10,0,0,0,1977,60,0,1
230,41,3,112763,14,0,8,0,1,0,0,40,0,1
231,42,3,390781,12,0,6,1,1,0,0,40,0,0
232,59,2,171328,5,5,13,1,1,0,0,30,0,0
233,19,2,27382,9,6,6,0,0,0,0,40,0,0
234,58,3,259014,9,6,0,0,0,0,0,20,0,0
235,42,4,303044,8,0,4,2,0,0,0,40,19,1
236,20,3,117789,8,6,13,0,1,0,0,40,0,0
237,32,3,172579,8,4,13,0,1,0,0,30,0,0
238,45,3,187666,10,5,7,0,1,0,0,45,0,0
239,50,3,204518,3,3,5,0,0,0,0,40,0,0
240,36,3,150042,12,3,8,0,1,0,0,40,0,0
241,45,3,98092,8,0,9,0,0,0,0,60,0,0
242,17,3,245918,6,6,13,0,0,0,0,12,0,0
243,59,3,146013,9,0,9,0,0,4064,0,40,0,0
244,26,3,378322,6,0,5,0,0,0,0,40,0,0
245,37,5,257295,9,0,7,2,0,0,0,75,20,1
246,64,3,21174,8,0,7,0,0,0,0,40,0,1
247,33,3,185480,12,6,8,0,1,0,0,45,0,0
248,33,3,222205,8,0,5,0,1,0,0,40,0,1
249,61,3,69867,8,0,7,0,0,0,0,40,0,1
250,17,3,191260,4,6,13,0,0,1055,0,24,0,0
251,50,4,30653,13,0,4,0,0,2407,0,98,0,0
252,27,2,209109,13,6,8,0,0,0,0,35,0,0
253,30,3,70377,8,3,8,0,1,0,0,40,0,0
254,43,3,477983,8,0,3,1,0,0,0,40,0,0
255,44,3,170924,9,0,5,0,0,7298,0,40,0,1
256,35,3,190174,9,6,7,0,1,0,0,40,0,0
257,25,3,193787,9,6,10,0,1,0,0,40,0,0
