algo,no,entropy,cm,dm,discern,precision,ilm,hellinger,bivariate_corr,avg_eq_size,ambiguity,granularity,dse,auroc,lr_acc
datafly,21,0.7714513422075117,0.5641547861507128,0.3333333333333333,0.24945373362295475,0.3703703703703704,0.1777777777777778,0.2090605378873136,0.0,0.06666666666666668,0.0625,0.19047619047619047,0.3146457116676352,0.6048544171459564,0.4305084745762712
datafly_shuffled,21,0.831280828129976,0.5695858791581806,0.3333333333333333,0.3929039064325545,0.3893037640491816,0.18866259334691107,0.15673202919083914,0.4917803190773914,0.07692307692307693,0.09391972165648337,0.20209000096983806,0.3162689134805965,0.5865989772151142,0.4271186440677966
mondrian,21,0.3781485508888008,0.4344874405974202,0.8666666666666667,0.014637311848622568,0.70822961454326,0.1119106886927661,0.1891491002621838,0.05155056404126099,0.004366812227074236,0.0036647612758825532,0.0883199172404875,0.2687358079399361,0.6542039542835719,0.4542372881355932
datafly,22,0.7322403335426162,0.560081466395112,0.4,0.16551974924057336,0.3750094289809157,0.19438032737421745,0.26741499550072306,0.4924839112460442,0.06666666666666668,0.0830893584521385,0.1963275466330456,0.28558730471117433,0.6218670489534133,0.4610169491525424
datafly_shuffled,22,0.7720807304972542,0.5641547861507128,0.3333333333333333,0.2494574207193617,0.3693646124060246,0.17810967790601195,0.2090605378873136,0.4940548167943273,0.07142857142857142,0.06504582484725051,0.19073481395273656,0.3147380301445885,0.6046316352209139,0.4305084745762712
mondrian,22,0.38797740886743054,0.4446707399864223,0.8,0.018015613931509415,0.5654119836061451,0.1583767066455458,0.2442372153394947,0.02732900287742524,0.00684931506849315,0.005575290117956551,0.11582290757443507,0.26446250192804394,0.6460496001271133,0.4745762711864407
datafly,23,0.8586812176792235,0.572980312287848,0.26666666666666666,0.4603897537434398,0.2819642453043675,0.22047974654899305,0.26741499550072306,0.4429051947148458,0.125,0.17846232179226068,0.22427504606730675,0.3065463387698734,0.5578015813717068,0.4372881355932203
datafly_shuffled,23,0.8197882227571268,0.572980312287848,0.26666666666666666,0.3213770014596293,0.2938070453345403,0.22371577279927585,0.26741499550072306,0.003304405356587381,0.125,0.15143414799728444,0.21932079009472089,0.3252527673966317,0.5969887253594103,0.43389830508474575
mondrian,23,0.416313336040777,0.43245078071961984,0.8,0.017183251917635797,0.632672047471776,0.13335596288753107,0.1938743646979718,0.051710998175591216,0.0078125,0.007086459261498642,0.10720751301199366,0.2701117756499795,0.6192974796306583,0.4271186440677966
datafly,24,0.8124815343042255,0.5417515274949084,0.3333333333333333,0.3613451265111911,0.39134042392698204,0.18778758391793013,0.2090605378873136,0.4910840997557353,0.07692307692307693,0.09226493550577054,0.2011039989655061,0.3275285912296982,0.6325786597195148,0.42372881355932196
