,age_min,age_max,wife_ed_min,wife_ed_max,husb_ed_min,husb_ed_max,no_kids_min,no_kids_max,wife_rel_min,wife_rel_max,wife_works_min,wife_works_max,husb_occupation_min,husb_occupation_max,SOL_index_min,SOL_index_max,media_exp_min,media_exp_max,class
0,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
1,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
2,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
3,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
4,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
5,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
6,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
7,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
8,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
9,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
10,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
11,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
12,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
13,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
14,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
15,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
16,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
17,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
18,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
19,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
20,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
21,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
22,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
23,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
24,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
25,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
26,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
27,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
28,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
29,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
30,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
31,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
32,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
33,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
34,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
35,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
36,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
37,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
38,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
39,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
40,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
41,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
42,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
43,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
44,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
45,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
46,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
47,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
48,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
49,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
50,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
51,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
52,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
53,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
54,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
55,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
56,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
57,16,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
