,age_min,age_max,wife_ed_min,wife_ed_max,husb_ed_min,husb_ed_max,no_kids_min,no_kids_max,wife_rel_min,wife_rel_max,wife_works_min,wife_works_max,husb_occupation_min,husb_occupation_max,SOL_index_min,SOL_index_max,media_exp_min,media_exp_max,class
0,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
1,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
2,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
3,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
4,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
5,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
6,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
7,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
8,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
9,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
10,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
11,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
12,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
13,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
14,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
15,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
16,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
17,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
18,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
19,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
20,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
21,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
22,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
23,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
24,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
25,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
26,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
27,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
28,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
29,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
30,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
31,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
32,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
33,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
34,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
35,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
36,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
37,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
38,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
39,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
40,16,32,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
41,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
42,33,49,1,4,1,4,0,16,0,1,0,1,1,4,1,4,0,1,1
