,age_min,age_max,wife_ed_min,wife_ed_max,husb_ed_min,husb_ed_max,no_kids_min,no_kids_max,wife_rel_min,wife_rel_max,wife_works_min,wife_works_max,husb_occupation_min,husb_occupation_max,SOL_index_min,SOL_index_max,media_exp_min,media_exp_max,class
0,16,24,1,2,3,3,3,4,0,1,0,1,1,4,3,3,0,0,1
1,33,49,1,3,1,3,8,16,0,1,0,1,3,4,4,4,0,1,1
2,33,49,1,2,3,3,6,7,0,1,0,1,1,4,4,4,0,1,1
3,33,49,3,3,1,3,8,16,0,1,0,1,3,4,1,3,0,0,1
4,33,49,3,3,1,3,8,16,0,1,0,1,3,4,1,3,0,0,1
5,16,22,4,4,1,4,0,1,0,1,0,1,3,4,1,3,0,1,1
6,33,49,1,2,1,3,6,7,0,1,1,1,3,4,1,3,0,0,1
7,16,23,3,3,1,3,0,2,0,1,0,1,3,3,1,2,0,0,1
8,16,27,1,2,1,3,3,4,0,1,0,1,1,4,4,4,0,1,1
9,33,49,1,3,1,3,8,16,0,1,0,1,1,2,1,3,1,1,1
10,33,49,1,1,3,3,0,5,0,1,0,1,3,4,1,3,1,1,1
11,42,44,1,3,4,4,0,4,0,1,0,1,1,2,1,3,0,1,1
12,43,44,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
13,36,49,1,2,4,4,0,4,0,1,0,1,3,4,1,3,0,1,1
14,36,38,1,3,4,4,0,2,0,1,0,1,1,2,1,4,0,1,1
15,16,32,1,3,4,4,0,2,0,1,0,1,4,4,1,3,0,1,1
16,39,49,1,2,1,2,6,7,0,1,0,1,1,4,4,4,0,1,1
17,39,49,1,2,1,2,6,7,0,1,0,1,1,4,4,4,0,1,1
18,33,49,1,2,1,2,8,16,0,1,0,1,1,2,3,3,0,0,1
19,33,49,1,3,1,2,0,5,0,1,0,1,1,2,1,3,1,1,1
20,16,32,1,3,4,4,0,2,0,1,0,1,4,4,1,3,0,1,1
21,22,24,3,3,4,4,0,2,0,1,0,1,3,3,1,3,0,1,1
22,45,46,4,4,1,4,0,2,0,1,1,1,1,1,1,4,0,1,1
23,39,39,4,4,1,4,0,3,0,1,0,1,1,1,1,4,0,1,1
24,48,49,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
25,33,49,1,3,4,4,7,16,0,1,0,1,3,4,1,3,0,1,1
26,37,38,4,4,1,4,0,2,0,1,0,1,1,1,1,4,0,1,1
27,28,30,4,4,1,4,0,1,1,1,0,1,1,1,1,4,0,1,1
28,23,24,4,4,1,4,0,1,0,1,0,1,2,2,1,3,0,1,1
29,33,49,1,2,1,3,8,16,0,1,0,1,1,2,4,4,0,1,1
30,30,32,1,3,4,4,0,2,0,1,0,1,1,2,4,4,0,1,1
31,26,32,4,4,1,4,2,2,0,1,0,1,3,4,1,3,0,1,1
32,24,26,1,2,4,4,0,2,0,1,0,1,1,1,1,3,0,1,1
33,33,35,1,2,1,2,0,5,0,1,1,1,3,4,1,3,0,0,1
34,16,24,1,2,1,3,0,2,0,1,0,1,1,3,3,3,0,0,1
35,33,49,1,3,1,3,8,16,0,1,0,1,3,4,1,3,1,1,1
36,39,49,1,2,1,2,8,16,0,1,0,1,1,4,1,2,0,0,1
37,16,29,3,3,1,3,3,4,0,1,0,1,3,4,1,2,0,0,1
38,36,49,1,2,1,2,0,5,0,1,0,1,3,4,4,4,0,1,1
39,26,32,1,2,1,2,0,2,0,1,0,1,1,3,4,4,0,1,1
40,27,29,1,2,1,3,3,4,0,1,0,1,1,4,1,2,0,0,1
41,43,49,2,2,1,3,0,5,0,1,0,1,1,2,1,3,0,0,1
42,45,49,1,3,4,4,0,4,0,1,0,1,1,2,1,3,0,1,1
43,40,42,4,4,1,4,0,3,0,1,1,1,1,1,1,4,0,1,1
44,23,32,1,2,1,3,0,2,0,1,0,1,1,3,2,2,0,0,1
45,24,26,1,2,4,4,0,2,0,1,0,1,2,2,1,3,0,1,1
46,29,32,4,4,1,4,2,2,0,1,1,1,1,2,1,4,0,1,1
47,42,49,4,4,1,4,0,4,1,1,0,1,2,2,1,4,0,1,1
48,25,27,4,4,1,4,0,1,0,1,1,1,1,1,1,4,0,1,1
49,25,27,4,4,1,4,0,1,0,1,0,0,1,1,4,4,0,1,1
50,31,32,4,4,1,4,0,1,0,1,0,1,1,1,1,4,0,1,1
51,45,49,4,4,1,4,6,16,0,1,0,1,2,2,1,4,0,1,1
52,33,49,1,3,4,4,7,16,0,1,0,1,3,4,1,3,0,1,1
53,33,49,4,4,1,4,0,4,0,0,0,0,2,2,1,4,0,1,1
54,33,49,1,3,4,4,5,6,1,1,0,1,2,2,1,3,0,1,1
55,16,32,1,3,1,3,0,2,0,1,0,1,1,3,1,3,1,1,1
56,43,43,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
57,33,49,3,3,4,4,7,16,0,1,0,1,1,2,1,3,0,1,1
58,16,25,1,2,3,3,0,0,0,1,0,1,1,3,4,4,0,1,1
59,48,49,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
60,33,49,3,3,1,3,8,16,0,1,0,1,3,4,1,3,0,0,1
61,16,24,1,2,1,3,0,2,0,1,0,1,1,3,3,3,0,0,1
62,43,49,1,1,1,3,0,5,0,1,0,1,1,2,1,3,0,0,1
63,21,22,1,2,3,3,0,2,0,1,0,1,1,3,1,2,0,0,1
64,27,27,1,3,4,4,0,2,0,1,0,1,1,1,1,3,0,1,1
65,22,24,1,2,4,4,0,2,0,1,0,1,3,3,1,3,0,1,1
66,33,49,4,4,1,4,5,16,0,1,0,1,3,4,1,3,0,1,1
67,30,32,1,2,1,3,3,4,0,1,0,1,1,4,1,2,0,0,1
68,23,24,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
69,24,26,4,4,1,4,0,1,0,1,0,1,3,4,1,3,0,1,1
70,43,49,2,2,1,3,0,5,0,1,0,1,1,2,1,3,0,0,1
71,33,49,1,2,1,3,8,16,0,1,0,1,1,2,4,4,0,1,1
72,26,32,1,2,1,3,0,2,0,1,0,1,1,3,1,1,0,0,1
73,23,32,1,2,1,3,0,2,0,1,0,1,1,3,2,2,0,0,1
74,21,23,1,3,4,4,0,1,0,1,0,1,1,2,1,3,0,1,1
75,21,23,1,3,4,4,0,1,0,1,0,1,1,2,1,3,0,1,1
76,25,32,4,4,1,4,0,1,1,1,0,1,2,2,1,4,0,1,1
77,39,49,1,3,4,4,0,4,1,1,0,1,1,2,4,4,0,1,1
78,33,49,1,2,3,3,0,5,0,1,0,1,3,4,1,2,0,0,1
79,37,38,4,4,1,4,0,2,0,1,0,1,1,1,1,4,0,1,1
80,24,24,4,4,1,4,0,1,0,1,0,1,1,1,4,4,0,1,1
81,48,49,4,4,1,4,5,6,0,1,0,1,1,1,1,4,0,1,1
82,23,24,1,3,4,4,0,2,0,1,0,1,3,4,4,4,0,1,1
83,28,30,4,4,1,4,0,1,0,0,0,1,1,1,1,4,0,1,1
84,29,32,4,4,1,4,2,2,0,1,1,1,1,2,1,4,0,1,1
85,33,33,4,4,1,4,0,2,0,1,0,1,1,1,1,4,0,1,1
86,25,27,4,4,1,4,0,1,0,1,1,1,1,1,1,4,0,1,1
87,34,35,4,4,1,4,3,3,0,1,0,1,1,1,1,4,0,1,1
88,27,32,1,3,4,4,3,4,0,1,0,1,1,2,4,4,0,1,1
89,16,26,1,2,1,3,3,4,0,1,0,1,1,4,1,1,0,0,1
90,23,25,1,2,1,3,0,1,0,1,0,1,1,3,1,1,0,0,1
91,45,49,1,3,4,4,5,6,0,1,0,1,1,2,4,4,0,1,1
92,16,26,1,2,1,3,3,4,0,1,0,1,1,4,1,1,0,0,1
93,33,38,1,2,1,2,0,5,0,1,0,0,3,4,1,3,0,0,1
94,43,49,1,1,1,3,0,5,0,1,0,1,1,2,1,3,0,0,1
95,33,49,1,3,1,3,8,16,0,1,0,1,1,2,1,3,1,1,1
96,38,42,1,2,1,3,0,4,0,1,0,1,1,2,1,3,0,0,1
97,16,28,4,4,1,4,4,16,0,1,0,1,1,2,1,3,0,1,1
98,16,26,1,2,1,3,3,4,0,1,0,1,1,4,1,1,0,0,1
99,16,32,1,2,1,3,5,6,0,1,1,1,1,2,1,3,0,0,1
100,16,32,1,3,1,3,4,16,0,1,0,1,1,4,1,3,1,1,1
101,16,20,1,2,3,3,0,2,0,1,0,1,1,3,1,2,0,0,1
102,26,32,1,2,4,4,3,3,0,1,0,1,3,4,1,3,0,1,1
103,16,28,4,4,1,4,4,16,0,1,0,1,1,2,1,3,0,1,1
104,22,24,1,2,4,4,0,2,0,1,0,1,3,3,1,3,0,1,1
105,33,49,3,3,1,3,0,5,0,1,0,1,3,4,1,2,0,0,1
106,16,22,4,4,1,4,0,1,0,1,0,1,1,1,1,3,0,1,1
107,42,44,1,3,4,4,0,4,0,1,0,1,1,2,1,3,0,1,1
108,26,32,1,2,1,3,0,2,0,1,0,1,1,3,1,1,0,0,1
109,16,26,1,2,1,3,3,4,0,1,0,1,1,4,1,1,0,0,1
110,41,49,4,4,1,4,0,4,1,1,0,1,3,4,1,4,0,1,1
111,16,32,1,3,1,3,7,16,0,1,0,1,1,4,1,3,0,0,1
112,16,21,4,4,1,4,0,1,0,1,0,1,1,1,4,4,0,1,1
113,29,32,1,2,1,2,3,4,0,1,0,1,1,4,3,3,0,0,1
114,21,23,1,3,4,4,0,1,0,1,0,1,1,2,1,3,0,1,1
