(11.0:19.0],(3.0:6.0],[0.0:8.0],(2.0:6.0],(12.0:13.0],[0.0:2.0],[0.0:2.0],(0.0:1.0],[0:8],[0.0:5.0],[0.0:12.0],[0:40],0
(18.0:19.0],[0.0:2.0],[0.0:7.0],[0.0:0.0],[0.0:1.0],[0.0:1.0],[0.0:2.0],[0:1],[0:8],[0.0:5.0],(14.0:19.0],[0.0:27.0],0
[0.0:2.0],[0.0:2.0],(8.0:15.0],[0.0:1.0],(6.0:7.0],(1.0:2.0],[0.0:2.0],(0.0:1.0],[0:8],[0.0:5.0],[0.0:12.0],[0.0:27.0],0
(18.0:19.0],[0.0:2.0],(8.0:15.0],[0.0:0.0],(4.0:7.0],[0.0:1.0],[0.0:2.0],[0:1],[0:8],[0.0:5.0],(11.0:12.0],[0.0:27.0],0
(9.0:19.0],[0.0:2.0],[0.0:8.0],[0.0:0.0],[0.0:7.0],(1.0:5.0],[0.0:2.0],[0.0:0.0],[0:8],[0.0:5.0],(5.0:12.0],(27.0:40.0],0
[0.0:2.0],[0.0:2.0],(8.0:15.0],[0.0:1.0],[0.0:1.0],(3.0:5.0],[0.0:2.0],[0.0:0.0],(5.0:8.0],[0.0:5.0],[0.0:12.0],[0.0:27.0],0
(11.0:19.0],[0.0:2.0],(8.0:14.0],(2.0:4.0],(2.0:7.0],[0.0:2.0],[0.0:2.0],[0.0:0.0],[0:8],[0.0:5.0],(12.0:19.0],[0:40],0
(16.0:19.0],[0.0:1.0],(13.0:15.0],[0.0:0.0],[0.0:2.0],[0.0:1.0],[0.0:2.0],[0:1],[0:8],[0.0:5.0],(14.0:19.0],[0.0:27.0],1
(9.0:11.0],[0.0:2.0],(8.0:15.0],(2.0:4.0],[0.0:3.0],[0.0:2.0],[0.0:2.0],[0.0:0.0],[0:8],[0.0:5.0],[0.0:12.0],[0.0:27.0],1
(9.0:14.0],[0.0:2.0],[0.0:7.0],[0.0:0.0],[0.0:2.0],[0.0:1.0],[0.0:2.0],[0:1],[0:8],[0.0:5.0],[0.0:12.0],[0.0:27.0],1
[0.0:2.0],[0.0:2.0],(7.0:8.0],[0.0:0.0],[0.0:1.0],[0.0:1.0],[0.0:2.0],[0:1],[0:8],[0.0:5.0],(7.0:8.0],[0.0:27.0],1
